,Reservoir_Capacity,Reservoir_Level,Reserve_Percent,Current_Month,Number_of_Years,simulation,subset,run,substep,timestep
2354,73000,77151.6,0.9,11,1,0,8,9,1,95
2355,73000,77151.6,0.9,0,1,0,8,9,1,96
2356,73000,77151.6,0.9,1,1,0,8,9,1,97
2357,73000,77151.6,0.9,2,1,0,8,9,1,98
2358,73000,77151.6,0.9,3,1,0,8,9,1,99
2359,73000,77151.6,0.9,4,1,0,8,9,1,100
2360,73000,77151.6,0.9,5,1,0,8,9,1,101
2361,73000,77151.6,0.9,6,1,0,8,9,1,102
2362,73000,77151.6,0.9,7,1,0,8,9,1,103
2363,73000,77151.6,0.9,8,1,0,8,9,1,104
2364,73000,77151.6,0.9,9,1,0,8,9,1,105
2365,73000,77151.6,0.9,10,1,0,8,9,1,106
2366,73000,77151.6,0.9,11,1,0,8,9,1,107
2367,73000,77151.6,0.9,0,1,0,8,9,1,108
2368,73000,77151.6,0.9,1,1,0,8,9,1,109
2369,73000,77151.6,0.9,2,1,0,8,9,1,110
2370,73000,77151.6,0.9,3,1,0,8,9,1,111
2371,73000,77151.6,0.9,4,1,0,8,9,1,112
2372,73000,77151.6,0.9,5,1,0,8,9,1,113
2373,73000,77151.6,0.9,6,1,0,8,9,1,114
2374,73000,77151.6,0.9,7,1,0,8,9,1,115
2375,73000,77151.6,0.9,8,1,0,8,9,1,116
2376,73000,77151.6,0.9,9,1,0,8,9,1,117
2377,73000,77151.6,0.9,10,1,0,8,9,1,118
2378,73000,77151.6,0.9,11,1,0,8,9,1,119
2379,73000,77151.6,0.9,0,1,0,8,9,1,120
2380,73000,77151.6,0.9,1,1,0,8,9,1,121
2381,73000,77151.6,0.9,2,1,0,8,9,1,122
2382,73000,77151.6,0.9,3,1,0,8,9,1,123
2383,73000,77151.6,0.9,4,1,0,8,9,1,124
2384,73000,77151.6,0.9,5,1,0,8,9,1,125
2385,73000,77151.6,0.9,6,1,0,8,9,1,126
2386,73000,77151.6,0.9,7,1,0,8,9,1,127
2387,73000,77151.6,0.9,8,1,0,8,9,1,128
2388,73000,77151.6,0.9,9,1,0,8,9,1,129
2389,73000,77151.6,0.9,10,1,0,8,9,1,130
2390,73000,77151.6,0.9,11,1,0,8,9,1,131
2391,73000,77151.6,0.9,0,1,0,8,9,1,132
2392,73000,77151.6,0.9,1,1,0,8,9,1,133
2393,73000,77151.6,0.9,2,1,0,8,9,1,134
2394,73000,77151.6,0.9,3,1,0,8,9,1,135
2395,73000,77151.6,0.9,4,1,0,8,9,1,136
2396,73000,77151.6,0.9,5,1,0,8,9,1,137
2397,73000,77151.6,0.9,6,1,0,8,9,1,138
2398,73000,77151.6,0.9,7,1,0,8,9,1,139
2399,73000,77151.6,0.9,8,1,0,8,9,1,140
2400,73000,77151.6,0.9,9,1,0,8,9,1,141
2401,73000,77151.6,0.9,10,1,0,8,9,1,142
2402,73000,77151.6,0.9,11,1,0,8,9,1,143
2403,73000,77151.6,0.9,0,1,0,8,9,1,144
2404,73000,77151.6,0.9,1,1,0,8,9,1,145
2405,73000,77151.6,0.9,2,1,0,8,9,1,146
2406,73000,77151.6,0.9,3,1,0,8,9,1,147
2407,73000,77151.6,0.9,4,1,0,8,9,1,148
2408,73000,77151.6,0.9,5,1,0,8,9,1,149
2409,73000,77151.6,0.9,6,1,0,8,9,1,150
2410,73000,77151.6,0.9,7,1,0,8,9,1,151
2411,73000,77151.6,0.9,8,1,0,8,9,1,152
2412,73000,77151.6,0.9,9,1,0,8,9,1,153
2413,73000,77151.6,0.9,10,1,0,8,9,1,154
2414,73000,77151.6,0.9,11,1,0,8,9,1,155
2415,73000,77151.6,0.9,0,1,0,8,9,1,156
2416,73000,77151.6,0.9,1,1,0,8,9,1,157
2417,73000,77151.6,0.9,2,1,0,8,9,1,158
2418,73000,77151.6,0.9,3,1,0,8,9,1,159
2419,73000,77151.6,0.9,4,1,0,8,9,1,160
2420,73000,77151.6,0.9,5,1,0,8,9,1,161
2421,73000,77151.6,0.9,6,1,0,8,9,1,162
2422,73000,77151.6,0.9,7,1,0,8,9,1,163
2423,73000,77151.6,0.9,8,1,0,8,9,1,164
2424,73000,77151.6,0.9,9,1,0,8,9,1,165
2425,73000,77151.6,0.9,10,1,0,8,9,1,166
2426,73000,77151.6,0.9,11,1,0,8,9,1,167
2427,73000,77151.6,0.9,0,1,0,8,9,1,168
2428,73000,77151.6,0.9,1,1,0,8,9,1,169
2429,73000,77151.6,0.9,2,1,0,8,9,1,170
2430,73000,77151.6,0.9,3,1,0,8,9,1,171
2431,73000,77151.6,0.9,4,1,0,8,9,1,172
2432,73000,77151.6,0.9,5,1,0,8,9,1,173
2433,73000,77151.6,0.9,6,1,0,8,9,1,174
2434,73000,77151.6,0.9,7,1,0,8,9,1,175
2435,73000,77151.6,0.9,8,1,0,8,9,1,176
2436,73000,77151.6,0.9,9,1,0,8,9,1,177
2437,73000,77151.6,0.9,10,1,0,8,9,1,178
2438,73000,77151.6,0.9,11,1,0,8,9,1,179
2439,73000,77151.6,0.9,0,1,0,8,9,1,180
2440,73000,77151.6,0.9,1,1,0,8,9,1,181
2441,73000,77151.6,0.9,2,1,0,8,9,1,182
2442,73000,77151.6,0.9,3,1,0,8,9,1,183
2443,73000,77151.6,0.9,4,1,0,8,9,1,184
2444,73000,77151.6,0.9,5,1,0,8,9,1,185
2445,73000,77151.6,0.9,6,1,0,8,9,1,186
2446,73000,77151.6,0.9,7,1,0,8,9,1,187
2447,73000,77151.6,0.9,8,1,0,8,9,1,188
2448,73000,77151.6,0.9,9,1,0,8,9,1,189
2449,73000,77151.6,0.9,10,1,0,8,9,1,190
2450,73000,77151.6,0.9,11,1,0,8,9,1,191
2451,73000,77151.6,0.9,0,1,0,8,9,1,192
2452,73000,77151.6,0.9,1,1,0,8,9,1,193
2453,73000,77151.6,0.9,2,1,0,8,9,1,194
2454,73000,77151.6,0.9,3,1,0,8,9,1,195
2455,73000,77151.6,0.9,4,1,0,8,9,1,196
2456,73000,77151.6,0.9,5,1,0,8,9,1,197
2457,73000,77151.6,0.9,6,1,0,8,9,1,198
2458,73000,77151.6,0.9,7,1,0,8,9,1,199
2459,73000,77151.6,0.9,8,1,0,8,9,1,200
2460,73000,77151.6,0.9,9,1,0,8,9,1,201
2461,73000,77151.6,0.9,10,1,0,8,9,1,202
2462,73000,77151.6,0.9,11,1,0,8,9,1,203
2463,73000,77151.6,0.9,0,1,0,8,9,1,204
2464,73000,77151.6,0.9,1,1,0,8,9,1,205
2465,73000,77151.6,0.9,2,1,0,8,9,1,206
2466,73000,77151.6,0.9,3,1,0,8,9,1,207
2467,73000,77151.6,0.9,4,1,0,8,9,1,208
2468,73000,77151.6,0.9,5,1,0,8,9,1,209
2469,73000,77151.6,0.9,6,1,0,8,9,1,210
2470,73000,77151.6,0.9,7,1,0,8,9,1,211
2471,73000,77151.6,0.9,8,1,0,8,9,1,212
2472,73000,77151.6,0.9,9,1,0,8,9,1,213
2473,73000,77151.6,0.9,10,1,0,8,9,1,214
2474,73000,77151.6,0.9,11,1,0,8,9,1,215
2475,73000,77151.6,0.9,0,1,0,8,9,1,216
2476,73000,77151.6,0.9,1,1,0,8,9,1,217
2477,73000,77151.6,0.9,2,1,0,8,9,1,218
2478,73000,77151.6,0.9,3,1,0,8,9,1,219
2479,73000,77151.6,0.9,4,1,0,8,9,1,220
2480,73000,77151.6,0.9,5,1,0,8,9,1,221
2481,73000,77151.6,0.9,6,1,0,8,9,1,222
2482,73000,77151.6,0.9,7,1,0,8,9,1,223
2483,73000,77151.6,0.9,8,1,0,8,9,1,224
2484,73000,77151.6,0.9,9,1,0,8,9,1,225
2485,73000,77151.6,0.9,10,1,0,8,9,1,226
2486,73000,77151.6,0.9,11,1,0,8,9,1,227
2487,73000,77151.6,0.9,0,1,0,8,9,1,228
2488,73000,77151.6,0.9,1,1,0,8,9,1,229
2489,73000,77151.6,0.9,2,1,0,8,9,1,230
2490,73000,77151.6,0.9,3,1,0,8,9,1,231
2491,73000,77151.6,0.9,4,1,0,8,9,1,232
2492,73000,77151.6,0.9,5,1,0,8,9,1,233
2493,73000,77151.6,0.9,6,1,0,8,9,1,234
2494,73000,77151.6,0.9,7,1,0,8,9,1,235
2495,73000,77151.6,0.9,8,1,0,8,9,1,236
2496,73000,77151.6,0.9,9,1,0,8,9,1,237
2497,73000,77151.6,0.9,10,1,0,8,9,1,238
2498,73000,77151.6,0.9,11,1,0,8,9,1,239
2499,73000,77151.6,0.9,0,1,0,8,9,1,240
2500,73000,77151.6,0.9,1,1,0,8,9,1,241
2501,73000,77151.6,0.9,2,1,0,8,9,1,242
2502,73000,77151.6,0.9,3,1,0,8,9,1,243
2503,73000,77151.6,0.9,4,1,0,8,9,1,244
2504,73000,77151.6,0.9,5,1,0,8,9,1,245
2505,73000,77151.6,0.9,6,1,0,8,9,1,246
2506,73000,77151.6,0.9,7,1,0,8,9,1,247
2507,73000,77151.6,0.9,8,1,0,8,9,1,248
2508,73000,77151.6,0.9,9,1,0,8,9,1,249
2509,73000,77151.6,0.9,10,1,0,8,9,1,250
