,Reservoir_Capacity,Reservoir_Level,Reserve_Percent,Current_Month,Number_of_Years,simulation,subset,run,substep,timestep
1876,73000,73023.0,0.3,11,5,0,2,3,1,119
1877,73000,73023.0,0.3,0,5,0,2,3,1,120
1878,73000,73023.0,0.3,1,5,0,2,3,1,121
1879,73000,73023.0,0.3,2,5,0,2,3,1,122
1880,73000,73023.0,0.3,3,5,0,2,3,1,123
1881,73000,73023.0,0.3,4,5,0,2,3,1,124
1882,73000,73023.0,0.3,5,5,0,2,3,1,125
1883,73000,73023.0,0.3,6,5,0,2,3,1,126
1884,73000,73023.0,0.3,7,5,0,2,3,1,127
1885,73000,73023.0,0.3,8,5,0,2,3,1,128
1886,73000,73023.0,0.3,9,5,0,2,3,1,129
1887,73000,73023.0,0.3,10,5,0,2,3,1,130
1888,73000,73023.0,0.3,11,5,0,2,3,1,131
1889,73000,73023.0,0.3,0,5,0,2,3,1,132
1890,73000,73023.0,0.3,1,5,0,2,3,1,133
1891,73000,73023.0,0.3,2,5,0,2,3,1,134
1892,73000,73023.0,0.3,3,5,0,2,3,1,135
1893,73000,73023.0,0.3,4,5,0,2,3,1,136
1894,73000,73023.0,0.3,5,5,0,2,3,1,137
1895,73000,73023.0,0.3,6,5,0,2,3,1,138
1896,73000,73023.0,0.3,7,5,0,2,3,1,139
1897,73000,73023.0,0.3,8,5,0,2,3,1,140
1898,73000,73023.0,0.3,9,5,0,2,3,1,141
1899,73000,73023.0,0.3,10,5,0,2,3,1,142
1900,73000,73023.0,0.3,11,5,0,2,3,1,143
1901,73000,73023.0,0.3,0,5,0,2,3,1,144
1902,73000,73023.0,0.3,1,5,0,2,3,1,145
1903,73000,73023.0,0.3,2,5,0,2,3,1,146
1904,73000,73023.0,0.3,3,5,0,2,3,1,147
1905,73000,73023.0,0.3,4,5,0,2,3,1,148
1906,73000,73023.0,0.3,5,5,0,2,3,1,149
1907,73000,73023.0,0.3,6,5,0,2,3,1,150
1908,73000,73023.0,0.3,7,5,0,2,3,1,151
1909,73000,73023.0,0.3,8,5,0,2,3,1,152
1910,73000,73023.0,0.3,9,5,0,2,3,1,153
1911,73000,73023.0,0.3,10,5,0,2,3,1,154
1912,73000,73023.0,0.3,11,5,0,2,3,1,155
1913,73000,73023.0,0.3,0,5,0,2,3,1,156
1914,73000,73023.0,0.3,1,5,0,2,3,1,157
1915,73000,73023.0,0.3,2,5,0,2,3,1,158
1916,73000,73023.0,0.3,3,5,0,2,3,1,159
1917,73000,73023.0,0.3,4,5,0,2,3,1,160
1918,73000,73023.0,0.3,5,5,0,2,3,1,161
1919,73000,73023.0,0.3,6,5,0,2,3,1,162
1920,73000,73023.0,0.3,7,5,0,2,3,1,163
1921,73000,73023.0,0.3,8,5,0,2,3,1,164
1922,73000,73023.0,0.3,9,5,0,2,3,1,165
1923,73000,73023.0,0.3,10,5,0,2,3,1,166
1924,73000,73023.0,0.3,11,5,0,2,3,1,167
1925,73000,73023.0,0.3,0,5,0,2,3,1,168
1926,73000,73023.0,0.3,1,5,0,2,3,1,169
1927,73000,73023.0,0.3,2,5,0,2,3,1,170
1928,73000,73023.0,0.3,3,5,0,2,3,1,171
1929,73000,73023.0,0.3,4,5,0,2,3,1,172
1930,73000,73023.0,0.3,5,5,0,2,3,1,173
1931,73000,73023.0,0.3,6,5,0,2,3,1,174
1932,73000,73023.0,0.3,7,5,0,2,3,1,175
1933,73000,73023.0,0.3,8,5,0,2,3,1,176
1934,73000,73023.0,0.3,9,5,0,2,3,1,177
1935,73000,73023.0,0.3,10,5,0,2,3,1,178
1936,73000,73023.0,0.3,11,5,0,2,3,1,179
1937,73000,73023.0,0.3,0,5,0,2,3,1,180
1938,73000,73023.0,0.3,1,5,0,2,3,1,181
1939,73000,73023.0,0.3,2,5,0,2,3,1,182
1940,73000,73023.0,0.3,3,5,0,2,3,1,183
1941,73000,73023.0,0.3,4,5,0,2,3,1,184
1942,73000,73023.0,0.3,5,5,0,2,3,1,185
1943,73000,73023.0,0.3,6,5,0,2,3,1,186
1944,73000,73023.0,0.3,7,5,0,2,3,1,187
1945,73000,73023.0,0.3,8,5,0,2,3,1,188
1946,73000,73023.0,0.3,9,5,0,2,3,1,189
1947,73000,73023.0,0.3,10,5,0,2,3,1,190
1948,73000,73023.0,0.3,11,5,0,2,3,1,191
1949,73000,73023.0,0.3,0,5,0,2,3,1,192
1950,73000,73023.0,0.3,1,5,0,2,3,1,193
1951,73000,73023.0,0.3,2,5,0,2,3,1,194
1952,73000,73023.0,0.3,3,5,0,2,3,1,195
1953,73000,73023.0,0.3,4,5,0,2,3,1,196
1954,73000,73023.0,0.3,5,5,0,2,3,1,197
1955,73000,73023.0,0.3,6,5,0,2,3,1,198
1956,73000,73023.0,0.3,7,5,0,2,3,1,199
1957,73000,73023.0,0.3,8,5,0,2,3,1,200
1958,73000,73023.0,0.3,9,5,0,2,3,1,201
1959,73000,73023.0,0.3,10,5,0,2,3,1,202
1960,73000,73023.0,0.3,11,5,0,2,3,1,203
1961,73000,73023.0,0.3,0,5,0,2,3,1,204
1962,73000,73023.0,0.3,1,5,0,2,3,1,205
1963,73000,73023.0,0.3,2,5,0,2,3,1,206
1964,73000,73023.0,0.3,3,5,0,2,3,1,207
1965,73000,73023.0,0.3,4,5,0,2,3,1,208
1966,73000,73023.0,0.3,5,5,0,2,3,1,209
1967,73000,73023.0,0.3,6,5,0,2,3,1,210
1968,73000,73023.0,0.3,7,5,0,2,3,1,211
1969,73000,73023.0,0.3,8,5,0,2,3,1,212
1970,73000,73023.0,0.3,9,5,0,2,3,1,213
1971,73000,73023.0,0.3,10,5,0,2,3,1,214
1972,73000,73023.0,0.3,11,5,0,2,3,1,215
1973,73000,73023.0,0.3,0,5,0,2,3,1,216
1974,73000,73023.0,0.3,1,5,0,2,3,1,217
1975,73000,73023.0,0.3,2,5,0,2,3,1,218
1976,73000,73023.0,0.3,3,5,0,2,3,1,219
1977,73000,73023.0,0.3,4,5,0,2,3,1,220
1978,73000,73023.0,0.3,5,5,0,2,3,1,221
1979,73000,73023.0,0.3,6,5,0,2,3,1,222
1980,73000,73023.0,0.3,7,5,0,2,3,1,223
1981,73000,73023.0,0.3,8,5,0,2,3,1,224
1982,73000,73023.0,0.3,9,5,0,2,3,1,225
1983,73000,73023.0,0.3,10,5,0,2,3,1,226
1984,73000,73023.0,0.3,11,5,0,2,3,1,227
1985,73000,73023.0,0.3,0,5,0,2,3,1,228
1986,73000,73023.0,0.3,1,5,0,2,3,1,229
1987,73000,73023.0,0.3,2,5,0,2,3,1,230
1988,73000,73023.0,0.3,3,5,0,2,3,1,231
1989,73000,73023.0,0.3,4,5,0,2,3,1,232
1990,73000,73023.0,0.3,5,5,0,2,3,1,233
1991,73000,73023.0,0.3,6,5,0,2,3,1,234
1992,73000,73023.0,0.3,7,5,0,2,3,1,235
1993,73000,73023.0,0.3,8,5,0,2,3,1,236
1994,73000,73023.0,0.3,9,5,0,2,3,1,237
1995,73000,73023.0,0.3,10,5,0,2,3,1,238
1996,73000,73023.0,0.3,11,5,0,2,3,1,239
1997,73000,73023.0,0.3,0,5,0,2,3,1,240
1998,73000,73023.0,0.3,1,5,0,2,3,1,241
1999,73000,73023.0,0.3,2,5,0,2,3,1,242
2000,73000,73023.0,0.3,3,5,0,2,3,1,243
2001,73000,73023.0,0.3,4,5,0,2,3,1,244
2002,73000,73023.0,0.3,5,5,0,2,3,1,245
2003,73000,73023.0,0.3,6,5,0,2,3,1,246
2004,73000,73023.0,0.3,7,5,0,2,3,1,247
2005,73000,73023.0,0.3,8,5,0,2,3,1,248
2006,73000,73023.0,0.3,9,5,0,2,3,1,249
2007,73000,73023.0,0.3,10,5,0,2,3,1,250
2008,73000,0.0,0.0,0,0,0,5,6,0,0
2009,73000,434.4,0.6,1,0,0,5,6,1,1
2010,73000,703.2,0.6,2,0,0,5,6,1,2
2011,73000,946.8000000000001,0.6,3,0,0,5,6,1,3
2012,73000,1203.0,0.6,4,0,0,5,6,1,4
2013,73000,1504.8,0.6,5,0,0,5,6,1,5
2014,73000,2155.2,0.6,6,0,0,5,6,1,6
2015,73000,5148.6,0.6,7,0,0,5,6,1,7
2016,73000,14290.8,0.6,8,0,0,5,6,1,8
2017,73000,22465.8,0.6,9,0,0,5,6,1,9
2018,73000,26743.8,0.6,10,0,0,5,6,1,10
2019,73000,28214.399999999998,0.6,11,0,0,5,6,1,11
2020,73000,28968.6,0.6,0,1,0,5,6,1,12
2021,73000,29403.0,0.6,1,1,0,5,6,1,13
2022,73000,29671.8,0.6,2,1,0,5,6,1,14
2023,73000,29915.399999999998,0.6,3,1,0,5,6,1,15
2024,73000,30171.6,0.6,4,1,0,5,6,1,16
2025,73000,30473.399999999998,0.6,5,1,0,5,6,1,17
2026,73000,31123.8,0.6,6,1,0,5,6,1,18
2027,73000,34117.2,0.6,7,1,0,5,6,1,19
2028,73000,43259.399999999994,0.6,8,1,0,5,6,1,20
2029,73000,51434.399999999994,0.6,9,1,0,5,6,1,21
2030,73000,55712.399999999994,0.6,10,1,0,5,6,1,22
2031,73000,57182.99999999999,0.6,11,1,0,5,6,1,23
2032,73000,57937.19999999999,0.6,0,2,0,5,6,1,24
2033,73000,58371.59999999999,0.6,1,2,0,5,6,1,25
2034,73000,58640.399999999994,0.6,2,2,0,5,6,1,26
2035,73000,58883.99999999999,0.6,3,2,0,5,6,1,27
2036,73000,59140.19999999999,0.6,4,2,0,5,6,1,28
2037,73000,59441.99999999999,0.6,5,2,0,5,6,1,29
2038,73000,60092.399999999994,0.6,6,2,0,5,6,1,30
2039,73000,63085.799999999996,0.6,7,2,0,5,6,1,31
2040,73000,72228.0,0.6,8,2,0,5,6,1,32
2041,73000,80403.0,0.6,9,2,0,5,6,1,33
2042,73000,80403.0,0.6,10,2,0,5,6,1,34
2043,73000,80403.0,0.6,11,2,0,5,6,1,35
2044,73000,80403.0,0.6,0,2,0,5,6,1,36
2045,73000,80403.0,0.6,1,2,0,5,6,1,37
2046,73000,80403.0,0.6,2,2,0,5,6,1,38
2047,73000,80403.0,0.6,3,2,0,5,6,1,39
2048,73000,80403.0,0.6,4,2,0,5,6,1,40
2049,73000,80403.0,0.6,5,2,0,5,6,1,41
2050,73000,80403.0,0.6,6,2,0,5,6,1,42
2051,73000,80403.0,0.6,7,2,0,5,6,1,43
2052,73000,80403.0,0.6,8,2,0,5,6,1,44
2053,73000,80403.0,0.6,9,2,0,5,6,1,45
2054,73000,80403.0,0.6,10,2,0,5,6,1,46
2055,73000,80403.0,0.6,11,2,0,5,6,1,47
2056,73000,80403.0,0.6,0,2,0,5,6,1,48
2057,73000,80403.0,0.6,1,2,0,5,6,1,49
2058,73000,80403.0,0.6,2,2,0,5,6,1,50
2059,73000,80403.0,0.6,3,2,0,5,6,1,51
2060,73000,80403.0,0.6,4,2,0,5,6,1,52
2061,73000,80403.0,0.6,5,2,0,5,6,1,53
2062,73000,80403.0,0.6,6,2,0,5,6,1,54
2063,73000,80403.0,0.6,7,2,0,5,6,1,55
2064,73000,80403.0,0.6,8,2,0,5,6,1,56
2065,73000,80403.0,0.6,9,2,0,5,6,1,57
2066,73000,80403.0,0.6,10,2,0,5,6,1,58
2067,73000,80403.0,0.6,11,2,0,5,6,1,59
2068,73000,80403.0,0.6,0,2,0,5,6,1,60
2069,73000,80403.0,0.6,1,2,0,5,6,1,61
2070,73000,80403.0,0.6,2,2,0,5,6,1,62
2071,73000,80403.0,0.6,3,2,0,5,6,1,63
2072,73000,80403.0,0.6,4,2,0,5,6,1,64
2073,73000,80403.0,0.6,5,2,0,5,6,1,65
2074,73000,80403.0,0.6,6,2,0,5,6,1,66
2075,73000,80403.0,0.6,7,2,0,5,6,1,67
2076,73000,80403.0,0.6,8,2,0,5,6,1,68
2077,73000,80403.0,0.6,9,2,0,5,6,1,69
2078,73000,80403.0,0.6,10,2,0,5,6,1,70
2079,73000,80403.0,0.6,11,2,0,5,6,1,71
2080,73000,80403.0,0.6,0,2,0,5,6,1,72
2081,73000,80403.0,0.6,1,2,0,5,6,1,73
2082,73000,80403.0,0.6,2,2,0,5,6,1,74
2083,73000,80403.0,0.6,3,2,0,5,6,1,75
2084,73000,80403.0,0.6,4,2,0,5,6,1,76
2085,73000,80403.0,0.6,5,2,0,5,6,1,77
2086,73000,80403.0,0.6,6,2,0,5,6,1,78
2087,73000,80403.0,0.6,7,2,0,5,6,1,79
2088,73000,80403.0,0.6,8,2,0,5,6,1,80
2089,73000,80403.0,0.6,9,2,0,5,6,1,81
2090,73000,80403.0,0.6,10,2,0,5,6,1,82
2091,73000,80403.0,0.6,11,2,0,5,6,1,83
2092,73000,80403.0,0.6,0,2,0,5,6,1,84
2093,73000,80403.0,0.6,1,2,0,5,6,1,85
2094,73000,80403.0,0.6,2,2,0,5,6,1,86
2095,73000,80403.0,0.6,3,2,0,5,6,1,87
2096,73000,80403.0,0.6,4,2,0,5,6,1,88
2097,73000,80403.0,0.6,5,2,0,5,6,1,89
2098,73000,80403.0,0.6,6,2,0,5,6,1,90
2099,73000,80403.0,0.6,7,2,0,5,6,1,91
2100,73000,80403.0,0.6,8,2,0,5,6,1,92
2101,73000,80403.0,0.6,9,2,0,5,6,1,93
2102,73000,80403.0,0.6,10,2,0,5,6,1,94
2103,73000,80403.0,0.6,11,2,0,5,6,1,95
2104,73000,80403.0,0.6,0,2,0,5,6,1,96
2105,73000,80403.0,0.6,1,2,0,5,6,1,97
2106,73000,80403.0,0.6,2,2,0,5,6,1,98
2107,73000,80403.0,0.6,3,2,0,5,6,1,99
2108,73000,80403.0,0.6,4,2,0,5,6,1,100
2109,73000,80403.0,0.6,5,2,0,5,6,1,101
2110,73000,80403.0,0.6,6,2,0,5,6,1,102
2111,73000,80403.0,0.6,7,2,0,5,6,1,103
2112,73000,80403.0,0.6,8,2,0,5,6,1,104
2113,73000,80403.0,0.6,9,2,0,5,6,1,105
2114,73000,80403.0,0.6,10,2,0,5,6,1,106
2115,73000,80403.0,0.6,11,2,0,5,6,1,107
2116,73000,80403.0,0.6,0,2,0,5,6,1,108
2117,73000,80403.0,0.6,1,2,0,5,6,1,109
2118,73000,80403.0,0.6,2,2,0,5,6,1,110
2119,73000,80403.0,0.6,3,2,0,5,6,1,111
2120,73000,80403.0,0.6,4,2,0,5,6,1,112
2121,73000,80403.0,0.6,5,2,0,5,6,1,113
2122,73000,80403.0,0.6,6,2,0,5,6,1,114
2123,73000,80403.0,0.6,7,2,0,5,6,1,115
2124,73000,80403.0,0.6,8,2,0,5,6,1,116
2125,73000,80403.0,0.6,9,2,0,5,6,1,117
2126,73000,80403.0,0.6,10,2,0,5,6,1,118
2127,73000,80403.0,0.6,11,2,0,5,6,1,119
2128,73000,80403.0,0.6,0,2,0,5,6,1,120
2129,73000,80403.0,0.6,1,2,0,5,6,1,121
2130,73000,80403.0,0.6,2,2,0,5,6,1,122
2131,73000,80403.0,0.6,3,2,0,5,6,1,123
2132,73000,80403.0,0.6,4,2,0,5,6,1,124
2133,73000,80403.0,0.6,5,2,0,5,6,1,125
2134,73000,80403.0,0.6,6,2,0,5,6,1,126
2135,73000,80403.0,0.6,7,2,0,5,6,1,127
2136,73000,80403.0,0.6,8,2,0,5,6,1,128
2137,73000,80403.0,0.6,9,2,0,5,6,1,129
2138,73000,80403.0,0.6,10,2,0,5,6,1,130
2139,73000,80403.0,0.6,11,2,0,5,6,1,131
2140,73000,80403.0,0.6,0,2,0,5,6,1,132
2141,73000,80403.0,0.6,1,2,0,5,6,1,133
2142,73000,80403.0,0.6,2,2,0,5,6,1,134
2143,73000,80403.0,0.6,3,2,0,5,6,1,135
2144,73000,80403.0,0.6,4,2,0,5,6,1,136
2145,73000,80403.0,0.6,5,2,0,5,6,1,137
2146,73000,80403.0,0.6,6,2,0,5,6,1,138
2147,73000,80403.0,0.6,7,2,0,5,6,1,139
2148,73000,80403.0,0.6,8,2,0,5,6,1,140
2149,73000,80403.0,0.6,9,2,0,5,6,1,141
2150,73000,80403.0,0.6,10,2,0,5,6,1,142
2151,73000,80403.0,0.6,11,2,0,5,6,1,143
2152,73000,80403.0,0.6,0,2,0,5,6,1,144
2153,73000,80403.0,0.6,1,2,0,5,6,1,145
2154,73000,80403.0,0.6,2,2,0,5,6,1,146
2155,73000,80403.0,0.6,3,2,0,5,6,1,147
2156,73000,80403.0,0.6,4,2,0,5,6,1,148
2157,73000,80403.0,0.6,5,2,0,5,6,1,149
2158,73000,80403.0,0.6,6,2,0,5,6,1,150
2159,73000,80403.0,0.6,7,2,0,5,6,1,151
2160,73000,80403.0,0.6,8,2,0,5,6,1,152
2161,73000,80403.0,0.6,9,2,0,5,6,1,153
2162,73000,80403.0,0.6,10,2,0,5,6,1,154
2163,73000,80403.0,0.6,11,2,0,5,6,1,155
2164,73000,80403.0,0.6,0,2,0,5,6,1,156
2165,73000,80403.0,0.6,1,2,0,5,6,1,157
2166,73000,80403.0,0.6,2,2,0,5,6,1,158
2167,73000,80403.0,0.6,3,2,0,5,6,1,159
2168,73000,80403.0,0.6,4,2,0,5,6,1,160
2169,73000,80403.0,0.6,5,2,0,5,6,1,161
2170,73000,80403.0,0.6,6,2,0,5,6,1,162
2171,73000,80403.0,0.6,7,2,0,5,6,1,163
2172,73000,80403.0,0.6,8,2,0,5,6,1,164
2173,73000,80403.0,0.6,9,2,0,5,6,1,165
2174,73000,80403.0,0.6,10,2,0,5,6,1,166
2175,73000,80403.0,0.6,11,2,0,5,6,1,167
2176,73000,80403.0,0.6,0,2,0,5,6,1,168
2177,73000,80403.0,0.6,1,2,0,5,6,1,169
2178,73000,80403.0,0.6,2,2,0,5,6,1,170
2179,73000,80403.0,0.6,3,2,0,5,6,1,171
2180,73000,80403.0,0.6,4,2,0,5,6,1,172
2181,73000,80403.0,0.6,5,2,0,5,6,1,173
2182,73000,80403.0,0.6,6,2,0,5,6,1,174
2183,73000,80403.0,0.6,7,2,0,5,6,1,175
2184,73000,80403.0,0.6,8,2,0,5,6,1,176
2185,73000,80403.0,0.6,9,2,0,5,6,1,177
2186,73000,80403.0,0.6,10,2,0,5,6,1,178
2187,73000,80403.0,0.6,11,2,0,5,6,1,179
2188,73000,80403.0,0.6,0,2,0,5,6,1,180
2189,73000,80403.0,0.6,1,2,0,5,6,1,181
2190,73000,80403.0,0.6,2,2,0,5,6,1,182
2191,73000,80403.0,0.6,3,2,0,5,6,1,183
2192,73000,80403.0,0.6,4,2,0,5,6,1,184
2193,73000,80403.0,0.6,5,2,0,5,6,1,185
2194,73000,80403.0,0.6,6,2,0,5,6,1,186
2195,73000,80403.0,0.6,7,2,0,5,6,1,187
2196,73000,80403.0,0.6,8,2,0,5,6,1,188
2197,73000,80403.0,0.6,9,2,0,5,6,1,189
2198,73000,80403.0,0.6,10,2,0,5,6,1,190
2199,73000,80403.0,0.6,11,2,0,5,6,1,191
2200,73000,80403.0,0.6,0,2,0,5,6,1,192
2201,73000,80403.0,0.6,1,2,0,5,6,1,193
2202,73000,80403.0,0.6,2,2,0,5,6,1,194
2203,73000,80403.0,0.6,3,2,0,5,6,1,195
2204,73000,80403.0,0.6,4,2,0,5,6,1,196
2205,73000,80403.0,0.6,5,2,0,5,6,1,197
2206,73000,80403.0,0.6,6,2,0,5,6,1,198
2207,73000,80403.0,0.6,7,2,0,5,6,1,199
2208,73000,80403.0,0.6,8,2,0,5,6,1,200
2209,73000,80403.0,0.6,9,2,0,5,6,1,201
2210,73000,80403.0,0.6,10,2,0,5,6,1,202
2211,73000,80403.0,0.6,11,2,0,5,6,1,203
2212,73000,80403.0,0.6,0,2,0,5,6,1,204
2213,73000,80403.0,0.6,1,2,0,5,6,1,205
2214,73000,80403.0,0.6,2,2,0,5,6,1,206
2215,73000,80403.0,0.6,3,2,0,5,6,1,207
2216,73000,80403.0,0.6,4,2,0,5,6,1,208
2217,73000,80403.0,0.6,5,2,0,5,6,1,209
2218,73000,80403.0,0.6,6,2,0,5,6,1,210
2219,73000,80403.0,0.6,7,2,0,5,6,1,211
2220,73000,80403.0,0.6,8,2,0,5,6,1,212
2221,73000,80403.0,0.6,9,2,0,5,6,1,213
2222,73000,80403.0,0.6,10,2,0,5,6,1,214
2223,73000,80403.0,0.6,11,2,0,5,6,1,215
2224,73000,80403.0,0.6,0,2,0,5,6,1,216
2225,73000,80403.0,0.6,1,2,0,5,6,1,217
2226,73000,80403.0,0.6,2,2,0,5,6,1,218
2227,73000,80403.0,0.6,3,2,0,5,6,1,219
2228,73000,80403.0,0.6,4,2,0,5,6,1,220
2229,73000,80403.0,0.6,5,2,0,5,6,1,221
2230,73000,80403.0,0.6,6,2,0,5,6,1,222
2231,73000,80403.0,0.6,7,2,0,5,6,1,223
2232,73000,80403.0,0.6,8,2,0,5,6,1,224
2233,73000,80403.0,0.6,9,2,0,5,6,1,225
2234,73000,80403.0,0.6,10,2,0,5,6,1,226
2235,73000,80403.0,0.6,11,2,0,5,6,1,227
2236,73000,80403.0,0.6,0,2,0,5,6,1,228
2237,73000,80403.0,0.6,1,2,0,5,6,1,229
2238,73000,80403.0,0.6,2,2,0,5,6,1,230
2239,73000,80403.0,0.6,3,2,0,5,6,1,231
2240,73000,80403.0,0.6,4,2,0,5,6,1,232
2241,73000,80403.0,0.6,5,2,0,5,6,1,233
2242,73000,80403.0,0.6,6,2,0,5,6,1,234
2243,73000,80403.0,0.6,7,2,0,5,6,1,235
2244,73000,80403.0,0.6,8,2,0,5,6,1,236
2245,73000,80403.0,0.6,9,2,0,5,6,1,237
2246,73000,80403.0,0.6,10,2,0,5,6,1,238
2247,73000,80403.0,0.6,11,2,0,5,6,1,239
2248,73000,80403.0,0.6,0,2,0,5,6,1,240
2249,73000,80403.0,0.6,1,2,0,5,6,1,241
2250,73000,80403.0,0.6,2,2,0,5,6,1,242
2251,73000,80403.0,0.6,3,2,0,5,6,1,243
2252,73000,80403.0,0.6,4,2,0,5,6,1,244
2253,73000,80403.0,0.6,5,2,0,5,6,1,245
2254,73000,80403.0,0.6,6,2,0,5,6,1,246
2255,73000,80403.0,0.6,7,2,0,5,6,1,247
2256,73000,80403.0,0.6,8,2,0,5,6,1,248
2257,73000,80403.0,0.6,9,2,0,5,6,1,249
2258,73000,80403.0,0.6,10,2,0,5,6,1,250
2259,73000,0.0,0.0,0,0,0,8,9,0,0
2260,73000,651.6,0.9,1,0,0,8,9,1,1
2261,73000,1054.8,0.9,2,0,0,8,9,1,2
2262,73000,1420.2,0.9,3,0,0,8,9,1,3
2263,73000,1804.5,0.9,4,0,0,8,9,1,4
2264,73000,2257.2,0.9,5,0,0,8,9,1,5
2265,73000,3232.7999999999997,0.9,6,0,0,8,9,1,6
2266,73000,7722.9,0.9,7,0,0,8,9,1,7
2267,73000,21436.2,0.9,8,0,0,8,9,1,8
2268,73000,33698.7,0.9,9,0,0,8,9,1,9
2269,73000,40115.7,0.9,10,0,0,8,9,1,10
2270,73000,42321.6,0.9,11,0,0,8,9,1,11
2271,73000,43452.9,0.9,0,1,0,8,9,1,12
2272,73000,44104.5,0.9,1,1,0,8,9,1,13
2273,73000,44507.7,0.9,2,1,0,8,9,1,14
2274,73000,44873.1,0.9,3,1,0,8,9,1,15
2275,73000,45257.4,0.9,4,1,0,8,9,1,16
2276,73000,45710.1,0.9,5,1,0,8,9,1,17
2277,73000,46685.7,0.9,6,1,0,8,9,1,18
2278,73000,51175.799999999996,0.9,7,1,0,8,9,1,19
2279,73000,64889.1,0.9,8,1,0,8,9,1,20
2280,73000,77151.6,0.9,9,1,0,8,9,1,21
2281,73000,77151.6,0.9,10,1,0,8,9,1,22
2282,73000,77151.6,0.9,11,1,0,8,9,1,23
2283,73000,77151.6,0.9,0,1,0,8,9,1,24
2284,73000,77151.6,0.9,1,1,0,8,9,1,25
2285,73000,77151.6,0.9,2,1,0,8,9,1,26
2286,73000,77151.6,0.9,3,1,0,8,9,1,27
2287,73000,77151.6,0.9,4,1,0,8,9,1,28
2288,73000,77151.6,0.9,5,1,0,8,9,1,29
2289,73000,77151.6,0.9,6,1,0,8,9,1,30
2290,73000,77151.6,0.9,7,1,0,8,9,1,31
2291,73000,77151.6,0.9,8,1,0,8,9,1,32
2292,73000,77151.6,0.9,9,1,0,8,9,1,33
2293,73000,77151.6,0.9,10,1,0,8,9,1,34
2294,73000,77151.6,0.9,11,1,0,8,9,1,35
2295,73000,77151.6,0.9,0,1,0,8,9,1,36
2296,73000,77151.6,0.9,1,1,0,8,9,1,37
2297,73000,77151.6,0.9,2,1,0,8,9,1,38
2298,73000,77151.6,0.9,3,1,0,8,9,1,39
2299,73000,77151.6,0.9,4,1,0,8,9,1,40
2300,73000,77151.6,0.9,5,1,0,8,9,1,41
2301,73000,77151.6,0.9,6,1,0,8,9,1,42
2302,73000,77151.6,0.9,7,1,0,8,9,1,43
2303,73000,77151.6,0.9,8,1,0,8,9,1,44
2304,73000,77151.6,0.9,9,1,0,8,9,1,45
2305,73000,77151.6,0.9,10,1,0,8,9,1,46
2306,73000,77151.6,0.9,11,1,0,8,9,1,47
2307,73000,77151.6,0.9,0,1,0,8,9,1,48
2308,73000,77151.6,0.9,1,1,0,8,9,1,49
2309,73000,77151.6,0.9,2,1,0,8,9,1,50
2310,73000,77151.6,0.9,3,1,0,8,9,1,51
2311,73000,77151.6,0.9,4,1,0,8,9,1,52
2312,73000,77151.6,0.9,5,1,0,8,9,1,53
2313,73000,77151.6,0.9,6,1,0,8,9,1,54
2314,73000,77151.6,0.9,7,1,0,8,9,1,55
2315,73000,77151.6,0.9,8,1,0,8,9,1,56
2316,73000,77151.6,0.9,9,1,0,8,9,1,57
2317,73000,77151.6,0.9,10,1,0,8,9,1,58
2318,73000,77151.6,0.9,11,1,0,8,9,1,59
2319,73000,77151.6,0.9,0,1,0,8,9,1,60
2320,73000,77151.6,0.9,1,1,0,8,9,1,61
2321,73000,77151.6,0.9,2,1,0,8,9,1,62
2322,73000,77151.6,0.9,3,1,0,8,9,1,63
2323,73000,77151.6,0.9,4,1,0,8,9,1,64
2324,73000,77151.6,0.9,5,1,0,8,9,1,65
2325,73000,77151.6,0.9,6,1,0,8,9,1,66
2326,73000,77151.6,0.9,7,1,0,8,9,1,67
2327,73000,77151.6,0.9,8,1,0,8,9,1,68
2328,73000,77151.6,0.9,9,1,0,8,9,1,69
2329,73000,77151.6,0.9,10,1,0,8,9,1,70
2330,73000,77151.6,0.9,11,1,0,8,9,1,71
2331,73000,77151.6,0.9,0,1,0,8,9,1,72
2332,73000,77151.6,0.9,1,1,0,8,9,1,73
2333,73000,77151.6,0.9,2,1,0,8,9,1,74
2334,73000,77151.6,0.9,3,1,0,8,9,1,75
2335,73000,77151.6,0.9,4,1,0,8,9,1,76
2336,73000,77151.6,0.9,5,1,0,8,9,1,77
2337,73000,77151.6,0.9,6,1,0,8,9,1,78
2338,73000,77151.6,0.9,7,1,0,8,9,1,79
2339,73000,77151.6,0.9,8,1,0,8,9,1,80
2340,73000,77151.6,0.9,9,1,0,8,9,1,81
2341,73000,77151.6,0.9,10,1,0,8,9,1,82
2342,73000,77151.6,0.9,11,1,0,8,9,1,83
2343,73000,77151.6,0.9,0,1,0,8,9,1,84
2344,73000,77151.6,0.9,1,1,0,8,9,1,85
2345,73000,77151.6,0.9,2,1,0,8,9,1,86
2346,73000,77151.6,0.9,3,1,0,8,9,1,87
2347,73000,77151.6,0.9,4,1,0,8,9,1,88
2348,73000,77151.6,0.9,5,1,0,8,9,1,89
2349,73000,77151.6,0.9,6,1,0,8,9,1,90
2350,73000,77151.6,0.9,7,1,0,8,9,1,91
2351,73000,77151.6,0.9,8,1,0,8,9,1,92
2352,73000,77151.6,0.9,9,1,0,8,9,1,93
2353,73000,77151.6,0.9,10,1,0,8,9,1,94
